,PM2.5,NO2,CO,SO2,O3,AQI
9660,15.52,21.51,0.87,8.61,23.59,73.0
9661,10.24,19.1,0.81,7.67,16.51,67.0
9662,15.51,20.93,0.98,8.57,18.03,66.0
9663,38.55,28.59,1.31,8.6,28.06,99.0
9664,41.74,26.86,1.23,8.12,28.41,103.0
9665,46.69,32.68,1.14,7.81,31.18,107.0
9666,44.16,42.21,1.21,8.41,25.95,125.0
9667,50.49,40.32,1.3,8.36,28.57,130.0
9668,60.71,41.76,1.47,8.78,28.17,149.0
9669,33.49,31.71,0.93,8.23,24.22,107.0
9670,25.06,31.6,0.99,8.55,24.07,77.0
9671,40.68,34.48,1.17,10.01,36.98,114.0
9672,42.04,34.62,1.07,9.64,34.34,119.0
9673,33.92,30.6,0.93,8.24,30.97,103.0
9674,43.5,32.44,1.02,9.33,39.25,110.0
9675,57.16,40.79,1.41,9.14,33.71,123.0
9676,35.13,32.08,1.11,8.41,31.24,123.0
9677,46.15,31.91,1.07,8.81,39.18,105.0
9678,70.64,36.51,1.21,8.95,32.5,131.0
9679,73.33,36.99,1.22,9.03,36.13,165.0
9680,33.9,29.09,0.97,9.25,28.87,118.0
9681,35.81,30.05,0.99,10.9,27.22,96.0
9682,34.98,30.9,1.0,8.17,24.58,95.0
9683,32.83,26.84,0.9,8.72,32.4,99.0
9684,56.31,30.47,1.0,8.45,30.84,107.0
9685,64.48,34.12,1.07,9.49,40.53,139.0
9686,79.6,39.69,1.15,9.54,48.95,166.0
9687,57.83,34.01,0.99,8.91,32.08,158.0
9688,33.59,29.75,0.88,8.16,27.33,103.0
9689,26.65,26.05,0.77,8.48,28.64,85.0
9690,35.52,27.77,0.91,8.55,28.58,83.0
9691,56.6,36.18,1.13,8.35,35.4,111.0
9692,59.14,38.18,1.12,8.64,41.22,143.0
9693,35.41,31.3,0.86,9.46,37.19,117.0
9694,21.74,24.15,0.78,9.29,27.34,80.0
9695,40.33,31.73,0.95,10.81,29.76,96.0
9696,39.23,31.43,0.99,9.63,28.51,112.0
9697,26.51,30.66,0.91,9.32,21.15,86.0
9698,34.46,30.02,0.93,9.9,30.49,89.0
9699,35.88,34.98,0.98,9.19,28.92,103.0
9700,30.52,29.99,0.9,8.94,28.53,100.0
9701,22.9,27.25,0.83,10.43,24.16,87.0
9702,15.66,24.52,0.78,10.3,23.54,78.0
9703,22.52,26.18,0.77,10.01,22.22,78.0
9704,16.91,22.84,0.74,8.85,22.84,68.0
9705,29.42,27.89,0.92,8.22,26.67,75.0
9706,33.92,28.0,0.96,8.5,26.15,98.0
9707,40.16,29.72,1.05,8.95,34.94,105.0
9708,57.99,36.77,1.25,10.42,44.29,140.0
9709,43.07,34.07,0.99,8.34,32.54,113.0
9710,39.48,33.82,1.03,8.08,32.66,108.0
9711,58.75,36.98,0.99,8.62,40.18,127.0
9712,55.88,33.46,0.91,8.25,36.23,133.0
9713,44.85,33.4,0.85,8.91,38.81,123.0
9714,77.02,45.5,1.37,11.9,51.37,165.0
9715,100.82,50.32,1.34,13.83,53.51,208.0
9716,98.07,48.05,1.37,11.02,47.07,243.0
9717,103.45,48.54,1.44,11.26,44.45,235.0
9718,132.57,51.27,1.65,12.75,44.55,282.0
9719,116.33,50.83,1.73,11.46,43.59,285.0
9720,133.35,58.61,2.18,13.31,53.79,291.0
9721,146.37,53.03,1.77,13.22,55.69,320.0
9722,121.68,46.51,1.44,14.95,49.68,300.0
9723,90.41,39.62,1.14,11.36,42.7,265.0
9724,76.77,51.37,1.18,11.33,43.23,170.0
9725,98.05,48.83,1.26,10.64,33.47,242.0
9726,115.16,51.05,1.3,11.11,36.8,254.0
9727,93.51,50.05,1.37,11.7,39.48,243.0
9728,122.12,57.92,1.79,14.08,44.15,248.0
9729,173.56,67.36,2.46,18.87,57.94,335.0
9730,129.9,52.55,1.72,15.17,52.25,331.0
9731,148.73,56.43,1.92,12.76,50.59,315.0
9732,198.81,48.37,1.77,13.21,47.27,354.0
9733,301.39,48.45,1.77,18.03,42.79,417.0
9734,287.56,60.03,2.43,12.71,33.2,419.0
9735,279.32,63.87,2.67,13.81,34.86,452.0
9736,314.32,71.37,2.92,15.86,38.29,460.0
9737,388.45,73.61,2.59,16.32,49.77,591.0
9738,320.26,54.1,1.93,12.88,35.0,473.0
9739,582.28,49.67,2.39,10.2,33.91,659.0
9740,272.3,44.53,1.47,11.68,36.82,532.0
9741,190.41,44.32,1.43,13.17,39.23,385.0
9742,101.09,54.77,1.52,11.58,29.77,265.0
9743,182.47,51.64,1.58,11.95,23.72,296.0
9744,154.14,52.79,1.68,14.04,32.33,346.0
9745,140.8,44.01,1.34,11.58,30.42,321.0
9746,192.35,50.35,1.44,13.95,38.5,339.0
9747,252.48,61.36,1.79,15.18,42.35,376.0
9748,384.34,66.1,2.25,14.41,48.8,475.0
9749,383.36,73.6,2.5,15.12,39.52,532.0
9750,371.42,82.63,2.92,16.26,26.54,537.0
9751,423.52,59.35,2.35,14.14,37.71,595.0
9752,174.03,42.35,1.34,12.89,31.94,438.0
9753,96.34,33.78,0.92,10.78,27.01,273.0
9754,108.4,40.05,1.26,10.55,30.33,245.0
9755,126.92,52.79,1.6,12.05,31.56,251.0
9756,175.19,77.62,2.21,14.74,38.99,315.0
9757,217.7,91.65,3.0,19.85,48.43,375.0
9758,201.17,75.08,2.4,16.02,41.54,377.0
9759,130.41,52.7,1.3,11.64,25.58,334.0
9760,107.86,43.51,1.01,11.35,29.6,264.0
9761,122.37,53.29,1.45,13.59,31.86,269.0
9762,114.27,53.83,1.41,17.65,39.21,284.0
9763,65.7,42.94,0.89,10.71,30.2,166.0
9764,31.03,32.3,0.65,8.99,28.72,106.0
9765,53.79,41.9,1.03,10.14,24.66,89.0
9766,96.96,45.04,1.21,9.87,23.38,175.0
9767,123.66,50.39,1.17,11.39,32.28,257.0
9768,141.12,57.23,1.49,11.18,32.54,299.0
9769,140.07,60.85,1.49,11.37,32.57,302.0
9770,163.24,71.65,1.95,13.48,33.48,313.0
9771,271.99,91.53,2.95,14.48,42.41,389.0
9772,241.69,69.73,2.03,13.41,32.34,423.0
9773,233.79,66.41,2.32,15.4,33.69,382.0
9774,239.98,68.59,2.88,13.69,32.51,404.0
9775,200.33,68.28,2.32,12.34,29.47,371.0
9776,236.4,72.63,2.41,12.49,38.14,377.0
9777,299.85,85.56,3.2,14.71,41.46,430.0
9778,284.18,64.36,2.01,12.61,44.13,471.0
9779,94.62,41.21,1.14,7.9,29.14,322.0
9780,78.59,41.29,1.18,9.04,22.94,179.0
9781,94.67,39.9,1.15,8.5,22.96,205.0
9782,88.05,35.06,1.04,7.17,22.1,202.0
9783,93.07,32.7,1.07,7.26,24.27,178.0
9784,144.0,44.41,1.24,7.98,32.08,273.0
9785,261.16,55.64,1.92,9.64,28.22,354.0
9786,316.09,60.58,2.16,9.92,29.05,452.0
9787,249.87,50.24,1.71,8.52,23.62,441.0
9788,146.81,38.96,1.13,6.67,21.48,351.0
9789,171.47,39.83,1.28,7.0,23.8,321.0
9790,262.69,56.72,1.76,8.7,28.17,376.0
9791,166.71,39.77,1.2,6.96,21.13,384.0
9792,196.97,45.08,1.17,6.99,25.73,340.0
9793,240.07,54.6,1.39,7.88,27.55,372.0
9794,275.6,55.98,1.96,10.26,27.92,425.0
9795,326.79,57.76,1.86,10.25,35.11,455.0
9796,333.43,55.61,2.24,11.15,26.44,506.0
9797,245.53,47.5,1.8,11.03,28.07,417.0
9798,372.14,64.18,3.15,18.49,39.58,492.0
9799,327.04,64.8,3.32,19.95,36.5,485.0
9800,228.9,55.65,2.8,14.93,27.82,426.0
9801,220.6,57.67,2.2,12.85,29.94,366.0
9802,170.21,48.25,1.23,9.59,30.21,354.0
9803,159.64,51.19,1.27,11.34,21.99,335.0
9804,120.31,44.9,1.18,12.74,22.82,285.0
9805,117.98,38.64,1.13,8.67,17.63,281.0
9806,89.26,32.3,0.89,7.28,22.0,231.0
9807,130.82,45.12,1.3,9.44,27.25,255.0
9808,151.1,53.28,1.54,11.65,30.98,309.0
9809,207.23,59.91,2.26,12.35,32.47,352.0
9810,218.98,55.04,2.11,11.59,27.98,381.0
9811,115.62,38.08,1.16,9.24,21.62,314.0
9812,111.57,47.45,1.17,10.68,26.19,241.0
9813,139.06,44.21,1.11,10.44,18.63,286.0
9814,107.65,36.19,1.14,9.69,18.97,287.0
9815,125.3,43.78,1.32,9.65,19.93,262.0
9816,125.04,34.18,0.96,8.69,25.86,290.0
9817,142.18,38.21,1.39,9.65,24.64,282.0
9818,222.81,48.18,1.93,12.24,27.6,359.0
9819,198.88,44.3,1.9,10.95,24.63,378.0
9820,74.45,35.26,0.79,8.71,27.73,273.0
9821,79.83,44.0,0.99,10.73,30.53,155.0
9822,136.72,56.31,1.48,12.36,26.8,251.0
9823,201.2,50.94,2.09,12.81,32.7,349.0
9824,209.97,67.09,2.19,14.72,26.6,365.0
9825,104.45,42.01,1.26,11.12,23.29,302.0
9826,77.95,42.24,1.24,9.85,23.96,218.0
9827,91.56,45.04,1.08,10.06,24.23,195.0
9828,92.04,47.35,1.1,9.9,24.36,203.0
9829,112.13,44.25,1.26,10.02,29.22,244.0
9830,120.86,45.28,1.2,10.32,29.69,254.0
9831,138.5,53.71,1.51,11.4,33.94,297.0
9832,188.42,64.8,2.21,15.26,41.0,336.0
9833,150.08,53.35,1.3,13.31,32.03,344.0
9834,118.57,51.82,1.18,12.08,33.75,277.0
9835,150.15,58.46,1.51,14.21,34.75,307.0
9836,149.67,47.55,1.16,14.39,35.72,315.0
9837,151.43,50.75,1.29,14.64,36.29,310.0
9838,174.4,56.48,1.61,14.83,31.92,328.0
9839,176.57,60.12,1.89,14.37,37.22,347.0
9840,172.12,55.96,1.29,16.24,37.86,343.0
9841,95.72,41.59,0.95,16.49,36.8,279.0
9842,73.84,34.6,0.82,13.53,43.62,186.0
9843,83.07,44.57,0.91,17.59,42.21,174.0
9844,132.63,57.15,1.38,19.61,40.01,254.0
9845,158.69,61.17,1.61,18.85,38.6,323.0
9846,125.53,59.91,1.39,23.01,42.7,292.0
9847,138.46,59.9,2.0,20.13,44.29,300.0
9848,98.84,44.05,0.99,14.91,55.32,253.0
9849,53.11,33.27,0.83,10.45,39.58,170.0
9850,63.62,41.23,1.2,13.38,32.03,104.0
9851,105.71,42.24,1.26,14.3,35.15,221.0
9852,70.59,44.2,1.02,15.94,33.36,169.0
9853,127.75,46.76,1.22,18.24,35.32,244.0
9854,141.81,50.67,1.54,17.61,38.64,303.0
9855,107.28,46.15,1.23,14.7,36.36,270.0
9856,83.48,33.92,0.97,11.55,41.53,214.0
9857,60.01,33.98,0.83,12.05,37.35,144.0
9858,42.83,40.73,0.97,12.19,39.84,105.0
9859,99.34,50.23,1.58,15.81,36.64,192.0
9860,86.26,46.6,1.22,15.48,32.39,226.0
9861,82.9,45.62,1.1,16.22,41.77,200.0
9862,31.43,32.97,0.81,11.32,36.98,112.0
9863,21.32,33.71,0.87,10.42,33.52,82.0
9864,40.96,35.53,0.82,11.84,35.47,77.0
9865,72.1,37.14,1.11,12.61,34.59,156.0
9866,58.04,32.29,0.75,13.33,34.54,138.0
9867,84.35,30.22,0.84,17.21,47.66,186.0
9868,55.19,29.76,0.76,13.82,42.36,128.0
9869,56.92,36.74,0.94,13.68,34.27,125.0
9870,68.72,40.53,0.87,15.42,37.42,170.0
9871,39.41,34.59,0.76,11.59,29.17,131.0
9872,60.99,41.09,0.9,13.92,37.25,124.0
9873,61.61,41.52,0.89,14.8,38.38,148.0
9874,69.7,43.5,1.0,15.06,40.59,164.0
9875,68.93,45.86,1.07,14.93,41.73,162.0
9876,90.62,45.67,1.14,17.66,43.16,191.0
9877,90.31,51.26,1.24,19.71,48.23,209.0
9878,82.39,46.04,1.18,18.55,43.19,205.0
9879,78.61,29.85,0.92,16.63,47.67,198.0
9880,54.26,25.96,0.78,15.17,46.48,127.0
9881,55.85,27.07,0.81,15.81,38.23,124.0
9882,37.87,21.11,0.68,11.49,32.11,92.0
9883,45.69,16.58,0.58,12.82,30.59,93.0
9884,26.89,15.32,0.53,11.04,27.38,76.0
9885,21.23,17.52,0.54,10.28,25.06,51.0
9886,27.59,16.6,0.52,10.39,35.75,64.0
9887,35.08,17.52,0.58,12.47,40.26,74.0
9888,35.31,18.03,0.56,12.33,40.96,81.0
9889,32.88,19.17,0.62,13.0,35.06,80.0
9890,28.51,17.18,0.6,10.84,39.47,78.0
9891,31.36,20.07,0.61,11.99,46.82,84.0
9892,40.79,22.38,0.68,12.59,41.26,90.0
9893,51.79,24.42,0.81,16.03,44.55,103.0
9894,59.91,24.37,0.81,15.59,44.16,134.0
9895,33.12,19.27,0.6,13.46,42.65,100.0
9896,29.7,18.56,0.56,12.85,45.8,91.0
9897,36.13,21.37,0.66,14.2,48.34,89.0
9898,57.67,27.12,0.81,16.32,40.36,111.0
9899,53.03,23.64,0.83,18.38,49.51,126.0
9900,38.57,17.59,0.67,15.7,50.15,102.0
9901,60.6,23.4,0.83,19.86,41.07,119.0
9902,58.22,25.71,0.93,17.38,40.74,134.0
9903,58.31,24.55,0.93,14.89,38.22,152.0
9904,69.8,25.01,0.94,19.42,41.87,172.0
9905,26.93,15.83,0.64,14.08,53.53,123.0
9906,29.09,15.45,0.68,12.63,49.14,102.0
9907,35.49,19.72,0.71,13.17,40.53,95.0
9908,52.86,24.56,1.02,15.06,32.67,115.0
9909,37.17,19.64,0.82,15.36,48.56,102.0
9910,58.25,24.79,0.86,17.34,46.94,122.0
9911,54.71,24.83,0.91,17.39,43.99,129.0
9912,65.91,25.62,0.99,18.62,47.98,143.0
9913,33.09,18.68,0.75,12.76,54.53,121.0
9914,40.24,17.45,0.77,16.21,47.16,119.0
9915,27.18,14.8,0.76,15.59,53.43,98.0
9916,41.75,17.35,0.86,17.6,58.96,105.0
9917,55.18,20.11,0.91,19.08,58.57,123.0
9918,49.96,17.61,0.84,17.42,59.55,128.0
9919,61.04,18.46,0.89,17.52,56.81,140.0
9920,34.67,14.36,0.76,13.0,60.45,127.0
9921,32.56,15.14,0.68,11.94,49.04,110.0
9922,26.63,16.95,0.72,11.92,50.56,92.0
9923,56.24,21.36,0.87,16.4,52.12,117.0
9924,58.44,21.88,0.89,15.78,53.95,139.0
9925,36.02,17.97,0.73,13.6,73.11,140.0
9926,51.09,21.66,0.83,13.82,74.28,138.0
9927,54.18,17.65,0.85,13.33,76.32,142.0
9928,44.3,16.46,0.74,12.02,63.71,127.0
9929,43.26,19.53,0.76,12.66,64.6,113.0
9930,43.19,18.49,0.75,13.84,64.1,122.0
9931,68.8,21.34,0.9,15.41,52.2,132.0
9932,56.17,25.12,0.89,12.92,50.22,154.0
9933,47.44,23.45,0.84,13.71,53.08,125.0
9934,81.87,26.17,0.99,16.19,63.12,175.0
9935,98.63,31.96,1.06,20.19,59.79,202.0
9936,101.02,34.76,1.12,22.11,53.55,222.0
9937,106.63,42.67,1.31,20.41,57.05,238.0
9938,67.8,32.8,1.03,18.96,62.34,196.0
9939,55.92,31.36,1.09,18.99,62.56,149.0
9940,94.37,45.36,1.31,26.05,55.45,199.0
9941,74.92,42.43,1.16,17.05,41.87,202.0
9942,55.37,27.35,0.87,17.11,53.31,174.0
9943,61.46,30.92,0.94,21.3,54.74,157.0
9944,55.38,37.79,1.1,16.82,38.73,153.0
9945,43.22,26.95,0.83,14.49,66.77,156.0
9946,39.07,17.1,0.8,11.68,55.92,174.0
9947,24.62,19.02,0.77,9.95,47.48,129.0
9948,23.09,18.51,0.84,9.95,50.29,84.0
9949,21.51,17.05,0.84,9.06,42.29,80.0
9950,41.05,22.99,0.96,14.02,50.57,100.0
9951,45.9,24.78,0.92,12.71,50.06,123.0
9952,50.62,28.02,0.9,15.91,52.16,123.0
9953,68.24,34.11,1.09,17.97,39.14,144.0
9954,42.43,25.87,0.87,12.46,44.83,126.0
9955,35.14,21.25,0.82,10.69,51.46,102.0
9956,39.99,22.65,0.86,11.89,45.4,104.0
9957,46.9,25.81,0.94,15.78,51.77,112.0
9958,64.77,32.01,1.01,15.06,49.14,138.0
9959,58.9,34.31,1.03,14.12,40.8,154.0
9960,54.69,30.94,0.91,12.74,40.63,142.0
9961,64.0,30.05,1.06,12.9,43.37,152.0
9962,52.36,25.46,0.95,10.59,34.95,132.0
9963,71.08,26.01,1.04,13.57,38.86,147.0
9964,48.69,25.95,0.88,12.57,48.39,130.0
9965,39.87,24.58,0.88,12.08,51.4,126.0
9966,34.35,16.94,0.78,10.84,48.72,110.0
9967,36.84,18.32,0.82,12.19,47.98,107.0
9968,57.6,17.78,0.86,11.98,40.95,132.0
9969,35.96,20.37,0.8,10.98,36.24,158.0
9970,39.7,23.7,0.85,11.71,33.92,105.0
9971,39.47,20.61,0.91,11.08,42.76,104.0
9972,29.02,16.39,0.88,11.09,28.64,85.0
9973,30.91,16.84,0.89,11.02,24.77,71.0
9974,38.37,21.41,1.02,11.28,25.92,86.0
9975,50.01,22.06,1.01,11.66,24.82,104.0
9976,39.8,21.46,0.87,10.38,18.88,112.0
9977,59.52,21.6,0.94,10.7,18.05,196.0
9978,44.86,21.57,0.88,11.58,26.61,233.0
9979,39.8,17.96,0.84,10.51,37.29,114.0
9980,54.01,21.05,0.97,11.15,29.73,101.0
9981,87.51,8.25,0.45,8.05,13.38,202.0
9982,106.22,7.39,1.52,9.24,1.23,209.0
9983,124.33,9.69,0.96,9.14,4.05,257.0
9984,52.91,9.59,1.49,7.79,23.45,95.0
9985,103.23,16.9,1.5,8.75,16.66,164.0
9986,199.01,16.59,0.28,6.66,0.55,357.0
9987,175.8,19.53,0.48,12.93,20.69,336.0
9988,137.28,9.48,1.38,11.45,25.59,322.0
9989,143.83,11.22,1.44,13.17,28.19,312.0
9990,180.83,14.95,1.37,15.57,18.82,343.0
9991,201.17,10.32,1.45,12.01,24.09,359.0
9992,182.54,10.73,1.49,6.89,18.51,346.0
9993,211.21,10.53,1.43,12.72,24.8,364.0
9994,247.27,10.94,1.48,11.04,29.09,379.0
9995,348.88,8.97,1.4,14.26,25.18,460.0
9996,539.41,40.8,1.36,7.28,21.86,442.0
9997,914.94,63.94,1.45,0.64,0.8,676.0
9998,79.43,31.01,1.12,11.31,30.98,180.0
9999,197.75,33.61,1.46,16.38,26.13,341.0
10000,124.42,33.18,1.4,19.4,43.79,208.0
10001,264.74,50.59,1.57,33.97,27.58,367.0
10002,186.4,110.34,2.03,23.38,24.63,401.0
10003,66.52,36.51,1.13,20.44,29.48,325.0
10004,99.83,83.45,2.05,24.69,36.16,266.0
10005,83.23,37.45,1.23,25.1,39.34,190.0
10006,84.45,30.12,0.95,18.06,34.36,186.0
10007,70.79,21.94,0.91,15.18,41.77,144.0
10008,82.6,31.5,1.16,18.19,34.96,156.0
10009,84.9,37.63,1.43,11.16,32.53,202.0
10010,109.9,53.4,1.81,14.57,27.98,228.0
10011,107.76,47.93,1.63,12.52,17.46,276.0
10012,81.36,28.96,1.11,5.38,17.69,192.0
10013,77.24,43.2,1.23,9.91,25.27,144.0
10014,115.4,49.47,1.65,15.79,25.94,244.0
10015,163.99,37.2,1.01,7.7,29.75,300.0
10016,128.32,27.77,1.08,12.25,36.55,325.0
10017,123.29,10.04,1.0,6.8,42.31,305.0
10018,92.07,16.11,1.46,10.24,34.89,250.0
10019,128.13,27.63,1.98,20.12,49.05,278.0
10020,114.51,53.05,1.77,14.31,49.87,287.0
10021,63.16,16.76,1.01,11.01,122.38,278.0
10022,173.82,13.69,2.73,17.15,43.28,345.0
10023,146.44,6.67,0.97,9.61,42.73,327.0
10024,164.68,18.17,1.23,14.15,26.96,346.0
10025,129.44,13.27,1.28,7.62,23.27,299.0
10026,100.09,23.57,1.15,3.79,27.1,280.0
10027,82.65,20.96,1.28,3.79,23.97,197.0
10028,104.17,7.55,1.23,4.43,38.24,224.0
10029,100.13,4.84,1.32,5.03,52.92,252.0
10030,77.1,11.53,1.15,1.84,51.85,183.0
10031,63.89,9.04,1.25,2.91,45.35,155.0
10032,53.98,9.56,1.11,2.77,53.47,90.0
10033,75.08,6.07,1.34,2.88,42.03,112.0
10034,103.68,5.93,1.27,6.24,19.62,187.0
10035,98.72,7.04,1.69,4.65,43.46,259.0
10036,90.87,5.83,1.53,13.02,41.3,236.0
10037,91.92,9.54,1.55,9.26,29.92,182.0
10038,67.44,6.6,1.23,9.65,38.39,166.0
10039,99.74,5.86,2.17,24.4,40.39,207.0
10040,83.2,5.87,1.59,11.12,46.26,193.0
10041,75.28,5.9,1.31,2.37,35.49,151.0
10042,66.97,5.84,1.11,1.9,39.5,139.0
10043,78.33,6.5,0.94,1.96,39.93,124.0
10044,100.13,5.97,0.91,2.53,23.85,212.0
10045,40.55,5.97,1.13,2.19,22.98,148.0
10046,82.76,5.89,0.74,2.75,19.06,116.0
10047,113.01,5.86,0.33,3.05,18.11,203.0
10048,231.94,5.92,0.36,3.39,28.48,345.0
10049,111.43,5.81,0.35,4.47,17.47,358.0
10050,3.46,5.87,0.54,2.82,44.76,107.0
10051,3.7,5.93,0.39,2.07,16.88,62.0
10052,27.61,5.85,0.44,2.1,18.53,48.0
10053,58.12,5.89,0.41,2.66,21.18,79.0
10054,81.56,8.16,0.49,4.69,26.12,133.0
10055,109.37,8.4,0.34,7.58,29.35,238.0
10056,118.21,6.6,0.32,7.01,37.22,276.0
10057,73.68,6.82,0.32,1.77,25.5,226.0
10058,69.08,7.41,0.51,3.46,47.61,161.0
10059,139.85,7.07,0.33,3.44,28.95,133.0
10060,120.93,6.66,0.35,6.71,18.14,296.0
10061,65.59,6.79,0.33,2.85,35.97,245.0
10062,70.45,6.92,0.39,3.5,34.68,103.0
10063,146.17,6.72,0.44,2.8,18.83,263.0
10064,32.15,5.32,0.39,2.0,14.8,195.0
10065,67.25,5.69,0.32,1.98,22.56,217.0
10066,57.76,7.52,0.34,2.37,26.81,91.0
10067,63.23,6.75,0.32,1.73,25.97,106.0
10068,74.37,6.78,0.35,1.81,26.37,117.0
10069,103.27,6.38,0.43,1.79,15.41,217.0
10070,93.59,6.76,0.41,1.79,16.91,197.0
10071,44.43,7.05,0.43,1.88,45.28,79.0
10072,32.05,7.08,0.34,1.69,48.35,83.0
10073,22.12,6.98,0.33,1.91,50.5,82.0
10074,23.35,6.88,0.44,1.93,36.08,76.0
10075,69.02,6.92,0.51,2.31,32.99,94.0
10076,46.96,9.04,0.41,1.94,37.96,124.0
10077,63.43,5.56,0.42,1.47,29.62,93.0
10078,157.95,5.53,0.18,2.19,33.5,116.0
10079,44.71,7.3,0.4,1.76,35.02,131.0
10080,62.63,127.56,0.59,4.16,20.79,110.0
10081,71.62,220.26,0.56,4.81,21.37,210.0
10082,59.17,151.06,0.67,5.13,20.19,208.0
10083,50.29,7.7,0.52,5.44,19.95,143.0
10084,56.33,13.49,0.5,2.83,39.74,91.0
10085,56.43,0.65,0.42,3.09,17.4,95.0
10086,194.04,10.17,0.47,2.59,33.06,357.0
10087,182.17,10.15,0.76,4.99,32.02,345.0
10088,290.86,10.11,1.41,8.86,33.45,413.0
10089,302.15,10.21,1.06,7.07,35.39,447.0
10090,561.42,10.11,0.88,5.95,13.97,490.0
10091,522.1,10.15,1.82,8.89,20.25,708.0
10092,159.02,10.1,0.92,9.08,16.58,403.0
10093,140.04,11.52,1.45,2.85,37.38,331.0
10094,91.71,11.66,6.32,2.65,35.81,265.0
10095,127.38,11.2,16.75,6.08,23.1,291.0
10096,324.42,10.83,19.8,13.69,16.49,421.0
10097,348.57,11.2,14.04,5.83,23.56,498.0
10098,247.81,10.86,14.55,10.91,19.75,379.0
10099,393.63,10.57,27.56,10.53,10.87,483.0
10100,307.44,10.65,27.7,4.21,13.25,468.0
10101,249.77,10.26,26.76,3.54,5.08,421.0
10102,203.77,10.43,23.77,4.6,7.32,394.0
10103,216.51,10.67,21.61,7.48,13.66,385.0
10104,349.97,10.29,39.8,9.92,6.82,459.0
10105,276.39,10.39,29.94,9.69,7.21,446.0
10106,343.01,10.57,22.53,8.46,8.79,490.0
10107,248.09,10.52,22.65,5.83,13.19,409.0
10108,229.34,10.36,20.75,4.0,12.72,409.0
10109,190.41,10.34,23.21,5.4,4.12,367.0
10110,179.39,10.22,15.95,4.16,16.58,357.0
10111,177.05,10.23,19.9,6.26,12.16,361.0
10112,192.79,10.25,16.17,3.57,21.26,374.0
10113,224.34,10.37,16.73,5.64,22.79,365.0
10114,287.49,10.56,21.5,6.3,20.84,431.0
10115,367.86,10.64,23.94,6.32,18.91,472.0
10116,428.88,10.77,28.01,8.33,15.19,531.0
10117,256.67,10.56,20.58,8.74,15.54,461.0
10118,223.16,15.47,12.8,6.65,14.5,402.0
10119,158.05,10.25,0.64,4.7,14.22,345.0
10120,251.06,10.46,0.9,7.66,11.53,380.0
10121,123.78,10.18,0.71,5.61,12.11,393.0
10122,137.01,9.88,0.72,6.62,3.72,302.0
10123,148.95,9.51,1.0,10.91,12.56,345.0
10124,243.66,7.64,1.28,11.42,13.28,346.0
10125,241.97,7.87,1.01,8.98,7.55,404.0
10126,104.16,9.98,0.6,4.06,15.84,248.0
10127,119.53,9.58,0.67,5.17,19.08,260.0
10128,177.67,7.8,0.9,5.67,14.05,335.0
10129,232.03,6.61,1.12,8.51,19.23,370.0
10130,168.39,8.65,0.76,4.34,2.71,369.0
10131,289.36,362.21,1.16,11.09,17.89,443.0
10132,197.89,24.41,0.75,4.24,28.8,395.0
10133,157.03,11.41,0.71,3.08,34.33,333.0
10134,135.66,11.2,0.73,5.49,21.4,325.0
10135,118.32,9.24,0.62,4.08,32.85,299.0
10136,184.47,7.39,0.81,6.74,23.38,330.0
10137,196.09,7.38,0.76,7.01,28.66,354.0
10138,151.15,9.52,0.67,3.49,33.01,338.0
10139,156.03,8.08,0.73,5.36,27.57,332.0
10140,239.49,5.92,0.89,8.62,33.06,359.0
10141,182.88,7.82,0.71,5.05,33.96,368.0
10142,183.99,7.14,0.72,5.27,39.27,346.0
10143,151.33,5.38,0.71,6.71,30.31,336.0
10144,159.14,7.12,0.7,5.18,33.27,331.0
10145,115.48,6.89,0.64,4.62,25.0,312.0
10146,92.14,6.66,0.77,5.39,25.44,217.0
10147,120.21,5.67,0.87,6.1,24.14,269.0
10148,137.97,5.26,0.87,6.12,15.11,312.0
10149,85.41,7.78,0.72,4.79,37.2,230.0
10150,121.12,5.85,0.81,9.51,36.44,276.0
10151,91.23,7.85,0.57,4.46,21.25,202.0
10152,86.48,8.7,0.56,5.53,54.47,215.0
10153,127.67,5.96,0.68,7.8,39.27,269.0
10154,163.37,12.42,0.97,10.97,25.32,325.0
10155,122.11,13.98,0.76,13.01,30.88,310.0
10156,120.83,16.15,0.65,12.15,25.1,272.0
10157,82.44,17.95,0.54,9.5,50.65,237.0
10158,92.77,17.8,0.56,9.13,54.11,226.0
10159,73.25,18.16,0.55,9.33,60.3,162.0
10160,85.19,16.83,0.58,12.15,45.58,171.0
10161,131.31,13.54,0.7,14.72,39.73,247.0
10162,68.46,15.94,0.57,12.59,42.02,223.0
10163,67.09,16.52,0.54,9.52,37.61,123.0
10164,28.78,17.54,0.49,7.11,41.6,73.0
10165,50.16,17.71,0.5,6.47,43.13,70.0
10166,61.95,16.63,0.55,5.77,44.28,137.0
10167,72.08,18.98,0.53,6.31,58.69,129.0
10168,104.98,14.58,0.59,8.8,43.25,186.0
10169,65.48,18.5,0.53,10.6,83.57,254.0
10170,107.61,16.92,0.62,11.9,56.24,234.0
10171,139.89,15.18,0.65,11.87,45.36,312.0
10172,161.12,17.49,0.64,15.89,57.3,327.0
10173,117.85,15.58,0.61,20.15,43.46,307.0
10174,135.89,11.22,0.67,21.86,37.31,300.0
10175,160.37,7.83,0.72,24.0,43.09,328.0
10176,96.27,10.8,0.63,18.48,39.56,292.0
