PM2.5,NO2,CO,SO2,O3,AQI
225.17,68.02,2.91,18.11,47.05,422.0
236.67,71.63,2.97,20.12,45.98,433.0
205.44,65.98,1.99,19.65,46.13,391.0
159.56,47.39,1.43,17.1,45.43,353.0
97.27,34.18,1.0,15.01,51.96,238.0
361.98,48.25,1.88,14.63,45.0,424.0
177.88,43.78,1.29,15.37,45.01,411.0
175.43,45.14,1.44,19.39,51.22,317.0
420.3,64.57,2.45,26.52,38.35,452.0
300.91,68.25,2.65,17.41,47.94,487.0
288.86,79.5,3.01,18.01,42.55,430.0
256.68,70.55,2.89,16.2,51.68,454.0
271.7,71.88,2.85,17.4,53.37,437.0
265.06,74.72,2.74,18.72,37.8,454.0
136.2,59.36,1.68,16.02,31.95,361.0
98.53,47.83,1.29,15.03,32.95,251.0
138.49,42.41,1.24,14.2,40.74,302.0
135.21,51.93,1.6,14.37,36.97,292.0
166.43,61.82,2.0,16.29,39.51,330.0
179.79,56.73,1.56,16.32,51.15,340.0
224.1,63.96,2.04,16.11,46.03,367.0
209.96,63.79,1.79,14.22,40.22,396.0
139.02,74.93,2.09,16.89,37.22,317.0
187.85,61.06,2.04,16.39,40.01,356.0
107.73,46.57,1.34,15.12,37.48,296.0
133.62,58.16,1.72,16.56,37.17,266.0
200.69,68.3,2.43,20.11,39.8,349.0
205.53,78.94,3.32,18.31,34.02,396.0
193.1,69.6,2.85,15.96,34.61,363.0
205.17,63.68,2.52,12.76,35.79,384.0
190.36,56.74,1.96,13.69,35.79,365.0
147.48,56.43,1.91,14.4,35.45,335.0
164.63,67.18,2.77,16.62,39.35,329.0
178.87,66.91,2.74,16.52,38.44,356.0
211.57,74.17,3.17,16.28,38.12,394.0
181.62,65.87,2.59,15.89,32.33,374.0
218.06,71.73,3.04,16.49,40.87,385.0
193.81,54.83,2.09,14.11,32.45,376.0
202.83,59.06,2.2,15.47,37.6,366.0
226.35,65.3,2.67,18.08,39.85,389.0
264.63,66.58,2.75,16.74,42.51,431.0
274.97,68.87,2.78,15.49,41.9,464.0
209.63,55.1,1.95,14.64,36.34,443.0
94.29,42.59,1.21,13.07,24.89,264.0
113.42,45.22,1.22,12.5,27.74,248.0
122.69,47.31,1.22,13.34,29.58,274.0
150.28,50.86,1.42,15.76,32.7,295.0
182.78,58.08,1.93,16.14,32.85,338.0
204.08,61.34,1.78,17.76,37.13,370.0
205.22,63.77,1.92,17.41,37.05,370.0
258.1,68.97,2.64,17.68,40.5,423.0
252.2,66.03,2.22,15.9,38.38,422.0
326.79,78.71,2.59,18.47,44.98,468.0
401.58,77.63,3.36,18.21,50.65,557.0
378.68,75.26,3.36,17.86,43.25,577.0
268.2,61.2,1.9,14.14,36.37,475.0
241.0,65.2,1.99,15.37,39.09,405.0
290.1,78.43,2.87,18.03,40.96,458.0
249.23,60.59,1.66,14.8,37.38,413.0
248.12,64.97,1.96,16.49,39.29,420.0
336.42,76.89,2.94,19.91,42.87,484.0
319.69,70.54,2.7,17.38,41.44,509.0
287.34,69.46,2.54,17.77,39.58,475.0
331.2,75.06,2.78,18.27,43.3,501.0
355.4,66.2,2.55,15.12,39.77,537.0
246.46,57.53,2.01,13.22,28.75,432.0
262.53,60.35,2.23,15.59,36.33,440.0
174.26,51.94,1.49,13.65,31.48,371.0
181.74,52.45,1.57,15.49,27.11,331.0
156.26,48.95,1.31,14.67,27.37,340.0
143.66,49.49,1.3,15.09,30.9,321.0
165.95,58.22,1.75,16.81,30.92,317.0
278.95,76.71,2.9,20.03,35.61,401.0
311.03,85.14,3.11,17.81,39.78,482.0
272.45,66.11,2.36,17.83,37.53,464.0
94.44,42.16,1.04,15.05,31.33,320.0
134.57,52.45,1.37,17.09,29.85,248.0
271.96,83.75,2.58,20.35,33.75,383.0
358.91,84.74,3.13,19.63,39.76,515.0
237.22,68.58,2.06,14.7,30.35,437.0
262.68,77.9,2.35,18.07,34.75,411.0
314.59,106.04,3.66,20.98,45.03,480.0
175.49,63.04,1.83,16.82,32.77,413.0
53.25,38.56,1.01,11.87,27.01,174.0
135.68,48.14,1.62,14.17,26.51,186.0
130.59,44.11,1.44,15.29,30.57,328.0
81.2,40.03,1.01,14.62,30.01,188.0
101.61,38.43,0.98,14.48,35.41,231.0
136.47,45.27,1.1,15.89,33.34,275.0
126.48,49.13,1.06,15.76,33.6,301.0
142.0,51.47,1.24,18.56,33.83,297.0
206.14,63.7,1.76,24.75,35.84,342.0
204.25,65.7,1.9,20.48,37.52,397.0
178.68,50.75,1.34,17.83,33.12,329.0
177.32,35.89,1.24,11.55,30.88,338.0
131.1,34.53,1.32,11.7,29.44,323.0
144.62,52.85,1.81,14.06,33.42,301.0
256.33,75.89,2.95,22.38,46.33,398.0
177.25,50.55,1.64,15.59,34.4,380.0
65.65,30.8,0.84,11.12,30.25,233.0
72.29,39.24,0.94,12.66,30.59,136.0
82.5,38.31,0.96,13.25,33.55,169.0
143.31,49.26,1.36,16.41,33.03,277.0
173.61,58.56,1.78,17.52,37.03,332.0
208.64,66.37,2.09,19.93,43.29,357.0
198.26,70.04,1.94,18.61,43.36,372.0
153.73,53.15,1.42,14.53,32.61,350.0
123.46,44.28,1.22,15.38,28.15,275.0
112.34,33.33,1.13,12.92,26.45,288.0
99.27,42.59,1.09,15.14,34.81,247.0
109.11,56.12,1.18,16.78,33.69,278.0
126.12,55.44,1.56,15.93,36.66,232.0
102.3,51.88,1.4,17.16,23.68,305.0
73.33,47.15,1.37,20.1,34.41,158.0
73.9,33.95,1.07,13.94,28.45,191.0
56.51,36.12,0.85,15.66,37.26,116.0
89.34,46.26,1.03,18.99,38.02,169.0
92.36,53.86,1.24,18.07,42.49,221.0
59.97,50.31,0.95,16.88,32.19,144.0
47.18,35.07,0.79,12.52,31.38,112.0
96.38,45.02,1.25,16.98,35.95,198.0
93.83,48.87,1.17,15.81,37.75,222.0
109.6,62.05,1.36,17.96,25.07,227.0
62.92,40.61,1.16,13.48,33.59,172.0
105.93,40.1,1.54,14.75,38.13,217.0
68.86,40.05,1.01,14.26,36.3,173.0
83.45,45.3,1.25,15.16,33.71,189.0
104.61,51.9,1.48,16.39,39.32,228.0
92.07,51.75,1.27,17.44,37.86,220.0
73.31,40.84,0.99,17.3,33.51,194.0
73.98,44.17,0.96,16.36,44.11,157.0
82.17,52.91,1.24,18.44,42.09,190.0
57.28,37.45,0.93,13.82,37.15,149.0
89.17,57.03,1.27,22.48,33.94,168.0
111.2,48.81,1.36,17.54,28.81,281.0
74.88,41.27,1.0,16.21,33.4,183.0
68.64,40.6,0.92,15.72,43.66,143.0
93.61,46.88,1.07,19.96,42.0,198.0
100.32,50.33,1.19,20.36,43.21,221.0
103.77,55.47,1.29,20.72,40.14,239.0
89.82,54.67,1.35,21.42,40.41,234.0
112.29,34.63,1.34,19.99,46.64,272.0
38.43,32.19,0.74,16.06,46.73,141.0
55.62,34.57,0.89,17.52,52.24,131.0
53.28,34.25,0.82,19.06,42.57,126.0
65.0,34.84,0.93,20.19,36.06,136.0
75.82,40.8,1.04,19.26,41.35,162.0
78.37,49.68,1.22,20.35,43.23,177.0
116.55,60.18,1.76,24.86,48.44,245.0
112.67,60.4,1.8,19.52,46.51,273.0
102.27,53.75,1.51,22.39,51.49,252.0
58.96,38.42,0.94,18.9,48.72,198.0
59.08,38.55,0.88,20.09,54.95,153.0
90.1,55.76,1.19,24.4,54.67,194.0
85.02,54.91,1.32,21.6,51.06,208.0
119.71,63.62,1.8,29.11,60.25,260.0
125.44,64.7,1.96,28.67,57.0,284.0
96.6,48.72,1.32,23.23,50.84,269.0
152.91,44.64,1.49,21.35,53.16,315.0
81.3,45.87,1.06,15.1,51.32,284.0
87.74,53.88,1.44,22.03,57.86,240.0
101.94,56.82,1.76,20.84,50.86,263.0
70.25,47.54,1.21,21.51,48.59,196.0
61.34,40.09,1.12,19.48,51.94,202.0
55.93,37.89,1.06,20.82,45.3,175.0
51.51,36.61,1.02,20.65,41.86,150.0
54.84,41.92,1.28,22.2,42.3,163.0
59.08,35.01,1.1,12.59,47.49,206.0
22.14,26.84,0.9,11.1,45.44,102.0
38.92,39.07,1.01,15.05,50.12,104.0
71.62,47.56,1.24,21.22,45.45,151.0
90.55,55.28,1.42,26.03,55.67,199.0
95.24,58.95,1.66,22.16,50.13,225.0
110.16,61.72,1.87,29.31,56.24,246.0
104.17,63.45,1.92,25.76,53.24,257.0
85.7,51.58,1.41,19.17,61.45,232.0
86.41,39.89,1.31,17.67,65.26,251.0
82.37,50.69,1.34,26.12,47.45,223.0
73.06,39.8,1.05,21.85,52.16,248.0
76.44,40.9,1.06,20.02,54.0,269.0
84.04,52.04,1.33,23.71,50.32,256.0
95.72,59.32,1.62,26.58,57.54,257.0
111.57,63.15,1.61,27.67,65.95,285.0
77.72,43.19,1.19,18.26,65.33,275.0
52.16,49.82,1.09,17.91,64.36,202.0
77.96,59.78,1.26,18.19,46.34,182.0
101.25,55.16,1.51,21.93,52.97,231.0
118.9,70.81,1.93,23.72,55.91,267.0
128.78,69.77,1.98,22.77,40.32,310.0
143.34,60.85,2.0,25.84,47.34,389.0
137.2,51.13,1.52,23.46,50.71,390.0
95.07,38.05,1.03,17.6,52.66,333.0
101.83,42.02,1.15,21.6,62.02,266.0
178.22,40.68,1.22,19.36,57.85,352.0
170.81,50.88,1.51,33.5,67.84,376.0
58.22,37.53,1.02,13.4,54.85,217.0
84.81,57.75,1.52,20.93,41.85,194.0
75.45,50.99,1.38,15.36,46.97,192.0
92.53,45.67,1.31,13.26,46.42,257.0
44.28,33.79,1.04,10.93,45.46,176.0
81.99,45.8,1.21,17.36,59.34,168.0
93.97,56.55,1.35,19.81,53.31,216.0
77.78,47.58,1.21,20.15,55.06,206.0
64.24,51.8,1.5,16.92,38.34,167.0
92.4,52.71,1.49,21.68,55.29,228.0
43.86,40.33,1.21,11.99,31.11,151.0
43.66,34.52,0.99,13.09,51.47,125.0
55.13,41.51,1.06,17.94,59.94,135.0
64.66,53.92,1.28,18.9,53.59,163.0
65.82,61.45,1.3,20.59,54.43,175.0
74.8,65.84,1.45,23.61,57.99,191.0
85.21,71.8,1.75,21.99,49.58,226.0
88.57,56.83,1.47,19.82,58.49,266.0
95.4,57.24,1.56,21.54,64.56,300.0
73.36,32.22,1.07,14.15,60.84,222.0
66.94,30.33,1.03,12.64,60.03,232.0
54.95,36.0,1.14,13.67,65.82,212.0
73.35,42.68,1.29,15.82,59.78,190.0
70.61,44.85,1.13,16.15,61.04,209.0
54.81,35.32,1.11,14.44,74.12,192.0
69.75,51.0,1.47,13.47,63.64,184.0
101.05,62.84,1.86,21.74,69.14,237.0
74.48,61.53,1.63,15.19,55.95,230.0
118.38,49.86,1.41,13.52,39.96,315.0
59.86,30.46,0.92,11.57,62.12,280.0
52.66,34.53,1.03,11.79,52.93,189.0
53.79,37.07,1.07,12.89,59.31,167.0
81.86,47.15,1.18,17.56,57.41,217.0
42.06,20.56,0.8,9.54,46.81,205.0
40.18,27.51,0.89,11.07,40.56,126.0
30.39,32.32,1.03,8.0,48.99,119.0
79.96,37.14,1.12,12.69,61.02,173.0
42.76,31.19,0.92,9.7,68.57,175.0
71.15,44.78,1.22,12.23,59.68,178.0
68.27,44.12,1.11,14.97,69.18,185.0
42.06,23.02,0.95,10.11,57.33,153.0
26.29,25.93,0.92,10.74,37.78,118.0
53.65,32.24,1.07,11.91,54.02,131.0
67.36,37.39,1.16,12.87,46.26,161.0
65.3,39.94,1.16,13.46,46.84,169.0
61.21,38.37,1.02,14.43,38.39,207.0
58.08,34.56,0.93,11.99,37.99,223.0
65.24,33.03,1.04,12.82,44.4,234.0
57.27,31.09,0.94,12.22,58.0,195.0
71.68,28.13,0.99,12.02,64.82,202.0
39.99,26.57,0.99,9.75,42.31,162.0
36.82,29.23,1.11,9.75,28.2,111.0
48.6,34.77,1.2,11.05,22.68,113.0
34.25,29.91,1.0,10.18,33.71,99.0
38.81,28.87,1.08,10.67,38.66,101.0
49.12,32.85,1.15,10.64,35.11,129.0
42.56,30.38,1.11,9.52,25.75,131.0
69.21,31.36,1.04,10.41,28.65,150.0
76.99,29.87,0.97,9.64,29.84,300.0
76.35,26.97,1.05,8.96,28.38,294.0
63.18,23.13,0.97,9.11,30.81,312.0
63.16,25.1,0.95,9.85,32.77,243.0
42.04,27.17,1.09,10.39,27.23,180.0
31.51,27.54,1.05,9.64,30.05,117.0
32.06,28.44,1.03,8.91,31.48,92.0
32.92,37.14,1.24,8.86,30.75,98.0
63.02,40.79,1.41,9.95,49.9,142.0
46.43,37.1,1.15,8.6,29.1,137.0
50.57,33.89,1.39,8.83,32.04,123.0
60.38,33.03,1.55,8.95,34.79,124.0
73.08,39.89,1.61,9.05,40.16,156.0
63.26,40.29,1.41,8.83,33.1,165.0
22.79,33.52,0.94,8.76,22.78,98.0
30.63,31.61,0.99,8.92,27.72,94.0
26.16,25.34,1.0,8.67,29.54,85.0
21.13,21.89,0.89,8.43,30.62,83.0
24.45,25.11,0.92,8.97,29.78,82.0
30.1,26.92,0.97,9.36,27.42,90.0
30.22,26.45,0.93,8.78,31.25,90.0
34.26,28.4,0.94,8.79,32.51,98.0
35.06,30.96,1.03,8.45,29.29,95.0
38.54,31.0,1.07,9.43,27.74,104.0
46.69,30.9,1.13,9.96,27.25,101.0
52.2,34.64,1.24,9.37,28.66,108.0
30.04,34.68,1.14,8.26,22.91,99.0
32.63,31.82,1.22,9.81,29.87,104.0
27.69,28.9,1.01,10.61,30.92,99.0
14.59,22.08,0.86,9.3,26.17,89.0
16.73,22.06,0.87,8.47,25.43,75.0
25.53,25.93,0.96,8.65,26.21,83.0
20.53,26.18,1.02,8.14,21.46,80.0
21.68,27.12,1.1,8.37,20.73,85.0
33.21,31.9,1.19,8.5,31.43,93.0
28.78,25.03,1.04,8.51,23.58,93.0
15.52,21.51,0.87,8.61,23.59,73.0
10.24,19.1,0.81,7.67,16.51,67.0
15.51,20.93,0.98,8.57,18.03,66.0
38.55,28.59,1.31,8.6,28.06,99.0
41.74,26.86,1.23,8.12,28.41,103.0
46.69,32.68,1.14,7.81,31.18,107.0
44.16,42.21,1.21,8.41,25.95,125.0
50.49,40.32,1.3,8.36,28.57,130.0
60.71,41.76,1.47,8.78,28.17,149.0
33.49,31.71,0.93,8.23,24.22,107.0
25.06,31.6,0.99,8.55,24.07,77.0
40.68,34.48,1.17,10.01,36.98,114.0
42.04,34.62,1.07,9.64,34.34,119.0
33.92,30.6,0.93,8.24,30.97,103.0
43.5,32.44,1.02,9.33,39.25,110.0
57.16,40.79,1.41,9.14,33.71,123.0
35.13,32.08,1.11,8.41,31.24,123.0
46.15,31.91,1.07,8.81,39.18,105.0
70.64,36.51,1.21,8.95,32.5,131.0
73.33,36.99,1.22,9.03,36.13,165.0
33.9,29.09,0.97,9.25,28.87,118.0
35.81,30.05,0.99,10.9,27.22,96.0
34.98,30.9,1.0,8.17,24.58,95.0
32.83,26.84,0.9,8.72,32.4,99.0
56.31,30.47,1.0,8.45,30.84,107.0
64.48,34.12,1.07,9.49,40.53,139.0
79.6,39.69,1.15,9.54,48.95,166.0
57.83,34.01,0.99,8.91,32.08,158.0
33.59,29.75,0.88,8.16,27.33,103.0
26.65,26.05,0.77,8.48,28.64,85.0
35.52,27.77,0.91,8.55,28.58,83.0
56.6,36.18,1.13,8.35,35.4,111.0
59.14,38.18,1.12,8.64,41.22,143.0
35.41,31.3,0.86,9.46,37.19,117.0
21.74,24.15,0.78,9.29,27.34,80.0
40.33,31.73,0.95,10.81,29.76,96.0
39.23,31.43,0.99,9.63,28.51,112.0
26.51,30.66,0.91,9.32,21.15,86.0
34.46,30.02,0.93,9.9,30.49,89.0
35.88,34.98,0.98,9.19,28.92,103.0
30.52,29.99,0.9,8.94,28.53,100.0
22.9,27.25,0.83,10.43,24.16,87.0
15.66,24.52,0.78,10.3,23.54,78.0
22.52,26.18,0.77,10.01,22.22,78.0
16.91,22.84,0.74,8.85,22.84,68.0
29.42,27.89,0.92,8.22,26.67,75.0
33.92,28.0,0.96,8.5,26.15,98.0
40.16,29.72,1.05,8.95,34.94,105.0
57.99,36.77,1.25,10.42,44.29,140.0
43.07,34.07,0.99,8.34,32.54,113.0
39.48,33.82,1.03,8.08,32.66,108.0
58.75,36.98,0.99,8.62,40.18,127.0
55.88,33.46,0.91,8.25,36.23,133.0
44.85,33.4,0.85,8.91,38.81,123.0
77.02,45.5,1.37,11.9,51.37,165.0
100.82,50.32,1.34,13.83,53.51,208.0
98.07,48.05,1.37,11.02,47.07,243.0
103.45,48.54,1.44,11.26,44.45,235.0
132.57,51.27,1.65,12.75,44.55,282.0
116.33,50.83,1.73,11.46,43.59,285.0
133.35,58.61,2.18,13.31,53.79,291.0
146.37,53.03,1.77,13.22,55.69,320.0
121.68,46.51,1.44,14.95,49.68,300.0
90.41,39.62,1.14,11.36,42.7,265.0
76.77,51.37,1.18,11.33,43.23,170.0
98.05,48.83,1.26,10.64,33.47,242.0
115.16,51.05,1.3,11.11,36.8,254.0
93.51,50.05,1.37,11.7,39.48,243.0
122.12,57.92,1.79,14.08,44.15,248.0
173.56,67.36,2.46,18.87,57.94,335.0
129.9,52.55,1.72,15.17,52.25,331.0
148.73,56.43,1.92,12.76,50.59,315.0
198.81,48.37,1.77,13.21,47.27,354.0
301.39,48.45,1.77,18.03,42.79,417.0
287.56,60.03,2.43,12.71,33.2,419.0
279.32,63.87,2.67,13.81,34.86,452.0
314.32,71.37,2.92,15.86,38.29,460.0
388.45,73.61,2.59,16.32,49.77,591.0
320.26,54.1,1.93,12.88,35.0,473.0
582.28,49.67,2.39,10.2,33.91,659.0
272.3,44.53,1.47,11.68,36.82,532.0
190.41,44.32,1.43,13.17,39.23,385.0
101.09,54.77,1.52,11.58,29.77,265.0
182.47,51.64,1.58,11.95,23.72,296.0
154.14,52.79,1.68,14.04,32.33,346.0
140.8,44.01,1.34,11.58,30.42,321.0
192.35,50.35,1.44,13.95,38.5,339.0
252.48,61.36,1.79,15.18,42.35,376.0
384.34,66.1,2.25,14.41,48.8,475.0
383.36,73.6,2.5,15.12,39.52,532.0
371.42,82.63,2.92,16.26,26.54,537.0
423.52,59.35,2.35,14.14,37.71,595.0
174.03,42.35,1.34,12.89,31.94,438.0
96.34,33.78,0.92,10.78,27.01,273.0
108.4,40.05,1.26,10.55,30.33,245.0
126.92,52.79,1.6,12.05,31.56,251.0
175.19,77.62,2.21,14.74,38.99,315.0
217.7,91.65,3.0,19.85,48.43,375.0
201.17,75.08,2.4,16.02,41.54,377.0
130.41,52.7,1.3,11.64,25.58,334.0
107.86,43.51,1.01,11.35,29.6,264.0
122.37,53.29,1.45,13.59,31.86,269.0
114.27,53.83,1.41,17.65,39.21,284.0
65.7,42.94,0.89,10.71,30.2,166.0
31.03,32.3,0.65,8.99,28.72,106.0
53.79,41.9,1.03,10.14,24.66,89.0
96.96,45.04,1.21,9.87,23.38,175.0
123.66,50.39,1.17,11.39,32.28,257.0
141.12,57.23,1.49,11.18,32.54,299.0
140.07,60.85,1.49,11.37,32.57,302.0
163.24,71.65,1.95,13.48,33.48,313.0
271.99,91.53,2.95,14.48,42.41,389.0
241.69,69.73,2.03,13.41,32.34,423.0
233.79,66.41,2.32,15.4,33.69,382.0
239.98,68.59,2.88,13.69,32.51,404.0
200.33,68.28,2.32,12.34,29.47,371.0
236.4,72.63,2.41,12.49,38.14,377.0
299.85,85.56,3.2,14.71,41.46,430.0
284.18,64.36,2.01,12.61,44.13,471.0
94.62,41.21,1.14,7.9,29.14,322.0
78.59,41.29,1.18,9.04,22.94,179.0
94.67,39.9,1.15,8.5,22.96,205.0
88.05,35.06,1.04,7.17,22.1,202.0
93.07,32.7,1.07,7.26,24.27,178.0
144.0,44.41,1.24,7.98,32.08,273.0
261.16,55.64,1.92,9.64,28.22,354.0
316.09,60.58,2.16,9.92,29.05,452.0
249.87,50.24,1.71,8.52,23.62,441.0
146.81,38.96,1.13,6.67,21.48,351.0
171.47,39.83,1.28,7.0,23.8,321.0
262.69,56.72,1.76,8.7,28.17,376.0
166.71,39.77,1.2,6.96,21.13,384.0
196.97,45.08,1.17,6.99,25.73,340.0
240.07,54.6,1.39,7.88,27.55,372.0
275.6,55.98,1.96,10.26,27.92,425.0
326.79,57.76,1.86,10.25,35.11,455.0
333.43,55.61,2.24,11.15,26.44,506.0
245.53,47.5,1.8,11.03,28.07,417.0
372.14,64.18,3.15,18.49,39.58,492.0
327.04,64.8,3.32,19.95,36.5,485.0
228.9,55.65,2.8,14.93,27.82,426.0
220.6,57.67,2.2,12.85,29.94,366.0
170.21,48.25,1.23,9.59,30.21,354.0
159.64,51.19,1.27,11.34,21.99,335.0
120.31,44.9,1.18,12.74,22.82,285.0
117.98,38.64,1.13,8.67,17.63,281.0
89.26,32.3,0.89,7.28,22.0,231.0
130.82,45.12,1.3,9.44,27.25,255.0
151.1,53.28,1.54,11.65,30.98,309.0
207.23,59.91,2.26,12.35,32.47,352.0
218.98,55.04,2.11,11.59,27.98,381.0
115.62,38.08,1.16,9.24,21.62,314.0
111.57,47.45,1.17,10.68,26.19,241.0
139.06,44.21,1.11,10.44,18.63,286.0
107.65,36.19,1.14,9.69,18.97,287.0
125.3,43.78,1.32,9.65,19.93,262.0
125.04,34.18,0.96,8.69,25.86,290.0
142.18,38.21,1.39,9.65,24.64,282.0
222.81,48.18,1.93,12.24,27.6,359.0
198.88,44.3,1.9,10.95,24.63,378.0
74.45,35.26,0.79,8.71,27.73,273.0
79.83,44.0,0.99,10.73,30.53,155.0
136.72,56.31,1.48,12.36,26.8,251.0
201.2,50.94,2.09,12.81,32.7,349.0
209.97,67.09,2.19,14.72,26.6,365.0
104.45,42.01,1.26,11.12,23.29,302.0
77.95,42.24,1.24,9.85,23.96,218.0
91.56,45.04,1.08,10.06,24.23,195.0
92.04,47.35,1.1,9.9,24.36,203.0
112.13,44.25,1.26,10.02,29.22,244.0
120.86,45.28,1.2,10.32,29.69,254.0
138.5,53.71,1.51,11.4,33.94,297.0
188.42,64.8,2.21,15.26,41.0,336.0
150.08,53.35,1.3,13.31,32.03,344.0
118.57,51.82,1.18,12.08,33.75,277.0
150.15,58.46,1.51,14.21,34.75,307.0
149.67,47.55,1.16,14.39,35.72,315.0
151.43,50.75,1.29,14.64,36.29,310.0
174.4,56.48,1.61,14.83,31.92,328.0
176.57,60.12,1.89,14.37,37.22,347.0
172.12,55.96,1.29,16.24,37.86,343.0
95.72,41.59,0.95,16.49,36.8,279.0
73.84,34.6,0.82,13.53,43.62,186.0
83.07,44.57,0.91,17.59,42.21,174.0
132.63,57.15,1.38,19.61,40.01,254.0
158.69,61.17,1.61,18.85,38.6,323.0
125.53,59.91,1.39,23.01,42.7,292.0
138.46,59.9,2.0,20.13,44.29,300.0
98.84,44.05,0.99,14.91,55.32,253.0
53.11,33.27,0.83,10.45,39.58,170.0
63.62,41.23,1.2,13.38,32.03,104.0
105.71,42.24,1.26,14.3,35.15,221.0
70.59,44.2,1.02,15.94,33.36,169.0
127.75,46.76,1.22,18.24,35.32,244.0
141.81,50.67,1.54,17.61,38.64,303.0
107.28,46.15,1.23,14.7,36.36,270.0
83.48,33.92,0.97,11.55,41.53,214.0
60.01,33.98,0.83,12.05,37.35,144.0
42.83,40.73,0.97,12.19,39.84,105.0
99.34,50.23,1.58,15.81,36.64,192.0
86.26,46.6,1.22,15.48,32.39,226.0
82.9,45.62,1.1,16.22,41.77,200.0
31.43,32.97,0.81,11.32,36.98,112.0
21.32,33.71,0.87,10.42,33.52,82.0
40.96,35.53,0.82,11.84,35.47,77.0
72.1,37.14,1.11,12.61,34.59,156.0
58.04,32.29,0.75,13.33,34.54,138.0
84.35,30.22,0.84,17.21,47.66,186.0
55.19,29.76,0.76,13.82,42.36,128.0
56.92,36.74,0.94,13.68,34.27,125.0
68.72,40.53,0.87,15.42,37.42,170.0
39.41,34.59,0.76,11.59,29.17,131.0
60.99,41.09,0.9,13.92,37.25,124.0
61.61,41.52,0.89,14.8,38.38,148.0
69.7,43.5,1.0,15.06,40.59,164.0
68.93,45.86,1.07,14.93,41.73,162.0
90.62,45.67,1.14,17.66,43.16,191.0
90.31,51.26,1.24,19.71,48.23,209.0
82.39,46.04,1.18,18.55,43.19,205.0
78.61,29.85,0.92,16.63,47.67,198.0
54.26,25.96,0.78,15.17,46.48,127.0
55.85,27.07,0.81,15.81,38.23,124.0
37.87,21.11,0.68,11.49,32.11,92.0
45.69,16.58,0.58,12.82,30.59,93.0
26.89,15.32,0.53,11.04,27.38,76.0
21.23,17.52,0.54,10.28,25.06,51.0
27.59,16.6,0.52,10.39,35.75,64.0
35.08,17.52,0.58,12.47,40.26,74.0
35.31,18.03,0.56,12.33,40.96,81.0
32.88,19.17,0.62,13.0,35.06,80.0
28.51,17.18,0.6,10.84,39.47,78.0
31.36,20.07,0.61,11.99,46.82,84.0
40.79,22.38,0.68,12.59,41.26,90.0
51.79,24.42,0.81,16.03,44.55,103.0
59.91,24.37,0.81,15.59,44.16,134.0
33.12,19.27,0.6,13.46,42.65,100.0
29.7,18.56,0.56,12.85,45.8,91.0
36.13,21.37,0.66,14.2,48.34,89.0
57.67,27.12,0.81,16.32,40.36,111.0
53.03,23.64,0.83,18.38,49.51,126.0
38.57,17.59,0.67,15.7,50.15,102.0
60.6,23.4,0.83,19.86,41.07,119.0
58.22,25.71,0.93,17.38,40.74,134.0
58.31,24.55,0.93,14.89,38.22,152.0
69.8,25.01,0.94,19.42,41.87,172.0
26.93,15.83,0.64,14.08,53.53,123.0
29.09,15.45,0.68,12.63,49.14,102.0
35.49,19.72,0.71,13.17,40.53,95.0
52.86,24.56,1.02,15.06,32.67,115.0
37.17,19.64,0.82,15.36,48.56,102.0
58.25,24.79,0.86,17.34,46.94,122.0
54.71,24.83,0.91,17.39,43.99,129.0
65.91,25.62,0.99,18.62,47.98,143.0
33.09,18.68,0.75,12.76,54.53,121.0
40.24,17.45,0.77,16.21,47.16,119.0
27.18,14.8,0.76,15.59,53.43,98.0
41.75,17.35,0.86,17.6,58.96,105.0
55.18,20.11,0.91,19.08,58.57,123.0
49.96,17.61,0.84,17.42,59.55,128.0
61.04,18.46,0.89,17.52,56.81,140.0
34.67,14.36,0.76,13.0,60.45,127.0
32.56,15.14,0.68,11.94,49.04,110.0
26.63,16.95,0.72,11.92,50.56,92.0
56.24,21.36,0.87,16.4,52.12,117.0
58.44,21.88,0.89,15.78,53.95,139.0
36.02,17.97,0.73,13.6,73.11,140.0
51.09,21.66,0.83,13.82,74.28,138.0
54.18,17.65,0.85,13.33,76.32,142.0
44.3,16.46,0.74,12.02,63.71,127.0
43.26,19.53,0.76,12.66,64.6,113.0
43.19,18.49,0.75,13.84,64.1,122.0
68.8,21.34,0.9,15.41,52.2,132.0
56.17,25.12,0.89,12.92,50.22,154.0
47.44,23.45,0.84,13.71,53.08,125.0
81.87,26.17,0.99,16.19,63.12,175.0
98.63,31.96,1.06,20.19,59.79,202.0
101.02,34.76,1.12,22.11,53.55,222.0
106.63,42.67,1.31,20.41,57.05,238.0
67.8,32.8,1.03,18.96,62.34,196.0
55.92,31.36,1.09,18.99,62.56,149.0
94.37,45.36,1.31,26.05,55.45,199.0
74.92,42.43,1.16,17.05,41.87,202.0
55.37,27.35,0.87,17.11,53.31,174.0
61.46,30.92,0.94,21.3,54.74,157.0
55.38,37.79,1.1,16.82,38.73,153.0
43.22,26.95,0.83,14.49,66.77,156.0
39.07,17.1,0.8,11.68,55.92,174.0
24.62,19.02,0.77,9.95,47.48,129.0
23.09,18.51,0.84,9.95,50.29,84.0
21.51,17.05,0.84,9.06,42.29,80.0
41.05,22.99,0.96,14.02,50.57,100.0
45.9,24.78,0.92,12.71,50.06,123.0
50.62,28.02,0.9,15.91,52.16,123.0
